Timestamp,Temperature (ÅãC),Humidity (%),Pressure (hPa),Gas Resistance (kOhms)
2025-01-25 21:22:33,20.59,54.5,1020.95,103.71
2025-01-25 21:22:34,20.58,54.48,1020.95,104.03
2025-01-25 21:22:36,20.58,54.5,1020.95,103.26
2025-01-25 21:22:37,20.57,54.5,1020.95,103.32
2025-01-25 21:22:38,20.57,54.52,1020.96,103.32
2025-01-25 21:22:40,20.57,54.51,1020.96,103.39
2025-01-25 21:22:41,20.57,54.53,1020.96,102.36
2025-01-25 21:22:43,20.56,54.53,1020.95,102.87
2025-01-25 21:22:44,20.56,54.55,1020.95,103.32
2025-01-25 21:22:45,20.55,54.55,1020.96,103.64
2025-01-25 21:22:47,20.55,54.56,1020.96,103.64
2025-01-25 21:22:48,20.55,54.58,1020.95,104.17
2025-01-25 21:22:49,20.55,54.58,1020.95,103.51
2025-01-25 21:22:51,20.56,54.59,1020.96,103.51
2025-01-25 21:22:52,20.56,54.58,1020.95,103.45
2025-01-25 21:22:54,20.56,54.57,1020.96,103.0
2025-01-25 21:22:55,20.57,54.56,1020.96,103.71
2025-01-25 21:22:56,20.57,54.56,1020.96,103.32
2025-01-25 21:22:58,20.57,54.57,1020.96,103.39
2025-01-25 21:22:59,20.57,54.57,1020.96,103.51
2025-01-25 21:23:00,20.57,54.57,1020.96,103.58
2025-01-25 21:23:02,20.57,54.58,1020.96,102.87
2025-01-25 21:23:03,20.57,54.57,1020.97,103.97
2025-01-25 21:23:05,20.57,54.57,1020.97,103.45
2025-01-25 21:23:06,20.57,54.55,1020.97,103.26
2025-01-25 21:23:07,20.57,54.55,1020.97,103.64
2025-01-25 21:23:09,20.57,54.54,1020.97,103.9
2025-01-25 21:23:10,20.57,54.55,1020.98,103.78
2025-01-25 21:23:11,20.57,54.55,1020.98,103.13
2025-01-25 21:23:13,20.57,54.56,1020.97,103.71
2025-01-25 21:23:14,20.57,54.57,1020.97,102.87
2025-01-25 21:23:15,20.56,54.57,1020.97,103.58
2025-01-25 21:23:17,20.56,54.58,1020.97,104.36
2025-01-25 21:23:18,20.56,54.59,1020.97,103.51
2025-01-25 21:23:20,20.56,54.6,1020.97,103.71
2025-01-25 21:23:21,20.56,54.64,1020.97,104.17
2025-01-25 21:23:22,20.56,54.63,1020.97,103.45
2025-01-25 21:23:24,20.56,54.64,1020.97,103.45
2025-01-25 21:23:25,20.55,54.64,1020.96,103.9
2025-01-25 21:23:26,20.56,54.64,1020.96,103.97
2025-01-25 21:23:28,20.56,54.64,1020.96,103.58
2025-01-25 21:23:29,20.56,54.66,1020.96,104.17
2025-01-25 21:23:31,20.56,54.66,1020.96,104.03
2025-01-25 21:23:32,20.56,54.66,1020.97,103.71
2025-01-25 21:23:33,20.56,54.62,1020.97,104.96
2025-01-25 21:23:35,20.56,54.63,1020.96,103.78
2025-01-25 21:23:36,20.57,54.63,1020.96,103.78
2025-01-25 21:23:37,20.57,54.63,1020.97,104.23
2025-01-25 21:23:39,20.57,54.6,1020.96,103.32
2025-01-25 21:23:40,20.57,54.6,1020.97,104.89
2025-01-25 21:23:41,20.57,54.61,1020.96,103.71
2025-01-25 21:23:43,20.57,54.61,1020.97,103.71
2025-01-25 21:23:44,20.57,54.6,1020.97,104.17
2025-01-25 21:23:46,20.57,54.6,1020.96,103.97
2025-01-25 21:23:47,20.58,54.59,1020.97,103.64
2025-01-25 21:23:48,20.58,54.6,1020.97,104.03
2025-01-25 21:23:50,20.58,54.61,1020.96,103.51
2025-01-25 21:23:51,20.58,54.6,1020.97,103.58
2025-01-25 21:23:52,20.58,54.6,1020.97,104.03
2025-01-25 21:23:54,20.58,54.6,1020.96,104.5
2025-01-25 21:23:55,20.58,54.6,1020.96,103.97
2025-01-25 21:23:57,20.58,54.61,1020.96,103.71
2025-01-25 21:23:58,20.58,54.63,1020.96,104.17
2025-01-25 21:23:59,20.58,54.66,1020.95,104.1
2025-01-25 21:24:01,20.58,54.7,1020.95,103.9
2025-01-25 21:24:02,20.58,54.73,1020.96,103.45
2025-01-25 21:24:03,20.58,54.76,1020.96,103.9
2025-01-25 21:24:05,20.58,54.8,1020.96,103.19
2025-01-25 21:24:06,20.58,54.83,1020.95,103.84
2025-01-25 21:24:08,20.59,54.87,1020.96,103.64
2025-01-25 21:24:09,20.59,54.86,1020.95,103.64
2025-01-25 21:24:10,20.59,54.86,1020.95,104.89
2025-01-25 21:24:12,20.59,54.87,1020.95,103.84
2025-01-25 21:24:13,20.6,54.87,1020.95,103.51
2025-01-25 21:24:14,20.6,54.87,1020.96,104.3
2025-01-25 21:24:16,20.61,54.87,1020.96,103.78
2025-01-25 21:24:17,20.61,54.85,1020.96,104.3
2025-01-25 21:24:18,20.61,54.81,1020.96,104.1
2025-01-25 21:24:20,20.61,54.78,1020.96,103.71
2025-01-25 21:24:21,20.61,54.72,1020.96,104.76
2025-01-25 21:24:23,20.61,54.7,1020.97,105.16
2025-01-25 21:24:24,20.61,54.66,1020.96,104.3
2025-01-25 21:24:25,20.6,54.63,1020.97,104.36
2025-01-25 21:24:27,20.6,54.63,1020.97,104.5
2025-01-25 21:24:28,20.59,54.6,1020.96,104.3
2025-01-25 21:24:29,20.58,54.61,1020.95,104.82
2025-01-25 21:24:31,20.58,54.61,1020.95,104.36
2025-01-25 21:24:32,20.57,54.62,1020.96,103.51
2025-01-25 21:24:34,20.57,54.62,1020.96,104.5
2025-01-25 21:24:35,20.57,54.62,1020.96,104.63
2025-01-25 21:24:36,20.56,54.63,1020.96,104.82
2025-01-25 21:24:38,20.56,54.61,1020.96,104.03
2025-01-25 21:24:39,20.56,54.62,1020.97,104.56
2025-01-25 21:24:40,20.55,54.6,1020.96,103.78
2025-01-25 21:24:42,20.54,54.62,1020.96,104.3
2025-01-25 21:24:43,20.54,54.62,1020.96,104.17
2025-01-25 21:24:44,20.54,54.65,1020.95,104.17
2025-01-25 21:24:46,20.54,54.64,1020.95,104.36
2025-01-25 21:24:47,20.54,54.65,1020.96,104.36
2025-01-25 21:24:49,20.54,54.65,1020.95,105.56
2025-01-25 21:24:50,20.54,54.63,1020.96,104.82
2025-01-25 21:24:51,20.53,54.64,1020.96,104.69
2025-01-25 21:24:53,20.53,54.64,1020.96,104.63
2025-01-25 21:24:54,20.53,54.63,1020.96,103.71
2025-01-25 21:24:55,20.54,54.64,1020.96,104.17
2025-01-25 21:24:57,20.54,54.63,1020.96,104.69
2025-01-25 21:24:58,20.54,54.64,1020.95,104.96
2025-01-25 21:25:00,20.54,54.64,1020.95,104.1
2025-01-25 21:25:01,20.54,54.62,1020.94,103.9
2025-01-25 21:25:02,20.54,54.62,1020.95,104.63
2025-01-25 21:25:04,20.54,54.62,1020.95,104.43
2025-01-25 21:25:05,20.54,54.62,1020.95,105.03
2025-01-25 21:25:06,20.54,54.6,1020.96,104.43
2025-01-25 21:25:08,20.54,54.61,1020.95,104.76
2025-01-25 21:25:09,20.54,54.62,1020.96,104.3
2025-01-25 21:25:11,20.54,54.63,1020.96,104.89
2025-01-25 21:25:12,20.54,54.63,1020.96,104.03
2025-01-25 21:25:13,20.54,54.63,1020.96,104.96
2025-01-25 21:25:15,20.54,54.64,1020.96,104.56
2025-01-25 21:25:16,20.53,54.66,1020.96,104.43
2025-01-25 21:25:17,20.53,54.66,1020.95,104.36
2025-01-25 21:25:19,20.54,54.68,1020.95,104.76
2025-01-25 21:25:20,20.54,54.67,1020.94,104.36
2025-01-25 21:25:21,20.54,54.68,1020.94,104.5
2025-01-25 21:25:23,20.54,54.68,1020.94,105.09
2025-01-25 21:25:24,20.54,54.66,1020.95,104.69
2025-01-25 21:25:26,20.55,54.65,1020.96,104.69
2025-01-25 21:25:27,20.55,54.66,1020.95,105.29
2025-01-25 21:25:28,20.55,54.64,1020.95,104.63
2025-01-25 21:25:30,20.55,54.64,1020.95,104.23
2025-01-25 21:25:31,20.55,54.64,1020.95,104.89
2025-01-25 21:25:32,20.56,54.63,1020.95,104.89
2025-01-25 21:25:34,20.56,54.64,1020.94,104.96
2025-01-25 21:25:35,20.56,54.64,1020.94,103.84
2025-01-25 21:25:37,20.56,54.63,1020.94,104.43
2025-01-25 21:25:38,20.56,54.62,1020.94,104.63
2025-01-25 21:25:39,20.56,54.62,1020.94,104.36
2025-01-25 21:25:41,20.56,54.64,1020.93,105.56
2025-01-25 21:25:42,20.56,54.63,1020.93,105.03
2025-01-25 21:25:43,20.56,54.62,1020.93,104.23
2025-01-25 21:25:45,20.57,54.62,1020.93,104.76
2025-01-25 21:25:46,20.57,54.62,1020.94,104.82
2025-01-25 21:25:47,20.57,54.63,1020.94,104.23
2025-01-25 21:25:49,20.57,54.63,1020.94,104.82
2025-01-25 21:25:50,20.56,54.63,1020.94,104.43
2025-01-25 21:25:52,20.57,54.63,1020.94,104.96
2025-01-25 21:25:53,20.57,54.67,1020.95,104.76
2025-01-25 21:25:54,20.57,54.66,1020.95,105.16
2025-01-25 21:25:56,20.57,54.67,1020.95,104.69
2025-01-25 21:25:57,20.57,54.67,1020.94,104.82
2025-01-25 21:25:58,20.57,54.68,1020.95,105.03
2025-01-25 21:26:00,20.57,54.67,1020.95,105.09
2025-01-25 21:26:01,20.57,54.66,1020.95,105.09
2025-01-25 21:26:03,20.57,54.66,1020.95,105.29
2025-01-25 21:26:04,20.57,54.65,1020.95,105.16
2025-01-25 21:26:05,20.58,54.65,1020.95,105.03
2025-01-25 21:26:07,20.58,54.63,1020.94,105.16
2025-01-25 21:26:08,20.58,54.63,1020.94,105.09
2025-01-25 21:26:09,20.58,54.61,1020.94,105.36
2025-01-25 21:26:11,20.58,54.63,1020.95,105.29
2025-01-25 21:26:12,20.59,54.62,1020.95,105.09
2025-01-25 21:26:14,20.59,54.62,1020.95,104.89
2025-01-25 21:26:15,20.59,54.62,1020.95,104.96
2025-01-25 21:26:16,20.59,54.62,1020.95,105.22
2025-01-25 21:26:18,20.59,54.62,1020.94,105.43
2025-01-25 21:26:19,20.6,54.63,1020.94,105.56
2025-01-25 21:26:20,20.6,54.62,1020.94,105.09
2025-01-25 21:26:22,20.6,54.63,1020.94,104.76
2025-01-25 21:26:23,20.6,54.64,1020.93,104.76
2025-01-25 21:26:24,20.6,54.64,1020.93,105.49
2025-01-25 21:26:26,20.61,54.64,1020.93,104.36
2025-01-25 21:26:27,20.61,54.63,1020.94,104.82
2025-01-25 21:26:29,20.61,54.61,1020.94,105.36
2025-01-25 21:26:30,20.61,54.6,1020.93,105.36
2025-01-25 21:26:31,20.6,54.62,1020.94,105.36
2025-01-25 21:26:33,20.6,54.62,1020.94,104.76
2025-01-25 21:26:34,20.59,54.62,1020.94,105.16
2025-01-25 21:26:35,20.6,54.63,1020.93,105.09
2025-01-25 21:26:37,20.59,54.63,1020.93,104.96
2025-01-25 21:26:38,20.59,54.62,1020.93,104.82
2025-01-25 21:26:40,20.58,54.63,1020.93,105.22
2025-01-25 21:26:41,20.57,54.65,1020.92,105.97
2025-01-25 21:26:42,20.57,54.66,1020.93,105.83
2025-01-25 21:26:44,20.57,54.67,1020.93,106.24
2025-01-25 21:26:45,20.57,54.67,1020.93,105.09
2025-01-25 21:26:46,20.57,54.69,1020.92,105.03
2025-01-25 21:26:48,20.58,54.71,1020.93,105.29
2025-01-25 21:26:49,20.58,54.74,1020.93,105.16
2025-01-25 21:26:51,20.59,54.73,1020.93,104.76
2025-01-25 21:26:52,20.59,54.74,1020.93,105.09
2025-01-25 21:26:53,20.59,54.75,1020.93,105.16
2025-01-25 21:26:55,20.59,54.75,1020.93,105.63
2025-01-25 21:26:56,20.59,54.74,1020.93,105.76
2025-01-25 21:26:57,20.6,54.75,1020.93,105.03
2025-01-25 21:26:59,20.6,54.75,1020.93,105.9
2025-01-25 21:27:00,20.61,54.74,1020.93,105.16
2025-01-25 21:27:01,20.61,54.73,1020.93,105.22
2025-01-25 21:27:03,20.61,54.7,1020.94,105.09
2025-01-25 21:27:04,20.61,54.69,1020.94,105.43
2025-01-25 21:27:06,20.61,54.68,1020.94,105.43
2025-01-25 21:27:07,20.61,54.66,1020.94,105.49
2025-01-25 21:27:08,20.6,54.65,1020.94,105.16
2025-01-25 21:27:10,20.6,54.65,1020.94,105.03
2025-01-25 21:27:11,20.6,54.66,1020.94,105.56
2025-01-25 21:27:12,20.6,54.64,1020.94,106.1
2025-01-25 21:27:14,20.6,54.63,1020.95,105.43
2025-01-25 21:27:15,20.6,54.62,1020.94,105.43
2025-01-25 21:27:17,20.61,54.62,1020.94,105.56
2025-01-25 21:27:18,20.61,54.62,1020.94,105.36
2025-01-25 21:27:19,20.61,54.6,1020.93,105.97
2025-01-25 21:27:21,20.61,54.57,1020.94,105.03
2025-01-25 21:27:22,20.61,54.59,1020.94,105.29
2025-01-25 21:27:23,20.61,54.64,1020.94,105.09
2025-01-25 21:27:25,20.61,54.69,1020.94,105.09
2025-01-25 21:27:26,20.61,54.72,1020.93,105.97
2025-01-25 21:27:27,20.61,54.72,1020.94,105.16
2025-01-25 21:27:29,20.61,54.71,1020.93,105.03
2025-01-25 21:27:30,20.61,54.69,1020.93,105.56
2025-01-25 21:27:32,20.61,54.68,1020.94,105.36
2025-01-25 21:27:33,20.61,54.66,1020.94,105.49
2025-01-25 21:27:34,20.61,54.64,1020.94,105.76
2025-01-25 21:27:36,20.61,54.64,1020.93,106.03
2025-01-25 21:27:37,20.61,54.62,1020.93,105.03
2025-01-25 21:27:38,20.61,54.61,1020.93,105.69
2025-01-25 21:27:40,20.61,54.61,1020.94,105.36
2025-01-25 21:27:41,20.61,54.62,1020.93,105.83
2025-01-25 21:27:43,20.62,54.61,1020.94,105.63
2025-01-25 21:27:44,20.62,54.62,1020.93,105.56
2025-01-25 21:27:45,20.62,54.61,1020.93,105.83
2025-01-25 21:27:47,20.62,54.63,1020.93,105.56
2025-01-25 21:27:48,20.62,54.67,1020.94,105.49
2025-01-25 21:27:50,20.63,54.65,1020.94,105.63
2025-01-25 21:27:51,20.63,54.65,1020.93,105.9
2025-01-25 21:27:52,20.64,54.66,1020.94,105.43
2025-01-25 21:27:53,20.64,54.67,1020.94,105.56
2025-01-25 21:27:55,20.65,54.68,1020.94,105.36
2025-01-25 21:27:56,20.65,54.66,1020.94,105.43
2025-01-25 21:27:58,20.64,54.66,1020.94,105.56
2025-01-25 21:27:59,20.64,54.65,1020.94,104.89
2025-01-25 21:28:00,20.64,54.66,1020.94,105.63
2025-01-25 21:28:02,20.64,54.67,1020.95,105.69
2025-01-25 21:28:03,20.64,54.65,1020.95,105.43
2025-01-25 21:28:05,20.63,54.65,1020.95,106.31
